periodo,codigo_area,codigo_indicador,valor,unidad,anio_referencia,cobertura_pct,metodo,estado,observaciones
RG2025_V1,MDE,ECO_PC,14263.4304931149,USD_corrientes_por_hab,2024,93.5486,PIB nominal 2024 agregado / poblacion cubierta 2024,NO PUBLICABLE,Sin valor activo: retirada de publicación por cobertura 93.5486% y ausencia de PIB nominal sirio comparable.
