codigo_indicador,codigo_pais,codigo_area,incluido,motivo
POB_URB,COL,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,ECU,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,FLK,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,GUF,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,GUY,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,PRY,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,PER,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,SUR,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,URY,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,VEN,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_EDAD,DZA,AFR,SI,
POB_EDAD,AGO,AFR,SI,
POB_EDAD,BWA,AFR,SI,
POB_EDAD,IOT,AFR,NO,Falta edad mediana nacional 2023
POB_EDAD,BDI,AFR,SI,
POB_EDAD,CMR,AFR,SI,
POB_EDAD,CPV,AFR,SI,
POB_EDAD,CAF,AFR,SI,
POB_EDAD,TCD,AFR,SI,
POB_EDAD,COM,AFR,SI,
POB_EDAD,MYT,AFR,SI,
POB_EDAD,COG,AFR,SI,
POB_EDAD,COD,AFR,SI,
POB_EDAD,BEN,AFR,SI,
POB_EDAD,GNQ,AFR,SI,
POB_EDAD,ETH,AFR,SI,
POB_EDAD,ERI,AFR,SI,
POB_EDAD,DJI,AFR,SI,
POB_EDAD,GAB,AFR,SI,
POB_EDAD,GMB,AFR,SI,
POB_EDAD,GHA,AFR,SI,
POB_EDAD,GIN,AFR,SI,
POB_EDAD,CIV,AFR,SI,
POB_EDAD,KEN,AFR,SI,
POB_EDAD,LSO,AFR,SI,
POB_EDAD,LBR,AFR,SI,
POB_EDAD,LBY,AFR,SI,
POB_EDAD,MDG,AFR,SI,
POB_EDAD,MWI,AFR,SI,
POB_EDAD,MLI,AFR,SI,
POB_EDAD,MRT,AFR,SI,
POB_EDAD,MUS,AFR,SI,
POB_EDAD,MAR,AFR,SI,
POB_EDAD,MOZ,AFR,SI,
POB_EDAD,NAM,AFR,SI,
POB_EDAD,NER,AFR,SI,
POB_EDAD,NGA,AFR,SI,
POB_EDAD,GNB,AFR,SI,
POB_EDAD,REU,AFR,SI,
POB_EDAD,RWA,AFR,SI,
POB_EDAD,SHN,AFR,SI,
POB_EDAD,STP,AFR,SI,
POB_EDAD,SEN,AFR,SI,
POB_EDAD,SYC,AFR,SI,
POB_EDAD,SLE,AFR,SI,
POB_EDAD,SOM,AFR,SI,
POB_EDAD,ZAF,AFR,SI,
POB_EDAD,ZWE,AFR,SI,
POB_EDAD,SSD,AFR,SI,
POB_EDAD,SDN,AFR,SI,
POB_EDAD,ESH,AFR,SI,
POB_EDAD,SWZ,AFR,SI,
POB_EDAD,TGO,AFR,SI,
POB_EDAD,TUN,AFR,SI,
POB_EDAD,UGA,AFR,SI,
POB_EDAD,EGY,AFR,SI,
POB_EDAD,TZA,AFR,SI,
POB_EDAD,BFA,AFR,SI,
POB_EDAD,ZMB,AFR,SI,
POB_EDAD,ASM,APC,SI,
POB_EDAD,AUS,APC,SI,
POB_EDAD,SLB,APC,SI,
POB_EDAD,BRN,APC,SI,
POB_EDAD,MMR,APC,SI,
POB_EDAD,KHM,APC,SI,
POB_EDAD,TWN,APC,SI,
POB_EDAD,CXR,APC,NO,Falta edad mediana nacional 2023
POB_EDAD,CCK,APC,NO,Falta edad mediana nacional 2023
POB_EDAD,COK,APC,SI,
POB_EDAD,FJI,APC,SI,
POB_EDAD,PYF,APC,SI,
POB_EDAD,KIR,APC,SI,
POB_EDAD,GUM,APC,SI,
POB_EDAD,IDN,APC,SI,
POB_EDAD,JPN,APC,SI,
POB_EDAD,PRK,APC,SI,
POB_EDAD,KOR,APC,SI,
POB_EDAD,LAO,APC,SI,
POB_EDAD,MYS,APC,SI,
POB_EDAD,MNG,APC,SI,
POB_EDAD,NRU,APC,SI,
POB_EDAD,NCL,APC,SI,
POB_EDAD,VUT,APC,SI,
POB_EDAD,NZL,APC,SI,
POB_EDAD,NIU,APC,SI,
POB_EDAD,NFK,APC,NO,Falta edad mediana nacional 2023
POB_EDAD,MNP,APC,SI,
POB_EDAD,FSM,APC,SI,
POB_EDAD,MHL,APC,SI,
POB_EDAD,PLW,APC,SI,
POB_EDAD,PNG,APC,SI,
POB_EDAD,PHL,APC,SI,
POB_EDAD,PCN,APC,NO,Falta edad mediana nacional 2023
POB_EDAD,TLS,APC,SI,
POB_EDAD,SGP,APC,SI,
POB_EDAD,VNM,APC,SI,
POB_EDAD,THA,APC,SI,
POB_EDAD,TKL,APC,SI,
POB_EDAD,TON,APC,SI,
POB_EDAD,TUV,APC,SI,
POB_EDAD,WLF,APC,SI,
POB_EDAD,WSM,APC,SI,
POB_EDAD,CHN,CHN,SI,
POB_EDAD,HKG,CHN,SI,
POB_EDAD,MAC,CHN,SI,
POB_EDAD,ALB,EUR,SI,
POB_EDAD,AND,EUR,SI,
POB_EDAD,AUT,EUR,SI,
POB_EDAD,BEL,EUR,SI,
POB_EDAD,BIH,EUR,SI,
POB_EDAD,BGR,EUR,SI,
POB_EDAD,HRV,EUR,SI,
POB_EDAD,CYP,EUR,SI,
POB_EDAD,CZE,EUR,SI,
POB_EDAD,DNK,EUR,SI,
POB_EDAD,EST,EUR,SI,
POB_EDAD,FRO,EUR,SI,
POB_EDAD,FIN,EUR,SI,
POB_EDAD,ALA,EUR,NO,Falta edad mediana nacional 2023
POB_EDAD,FRA,EUR,SI,
POB_EDAD,DEU,EUR,SI,
POB_EDAD,GIB,EUR,SI,
POB_EDAD,GRC,EUR,SI,
POB_EDAD,VAT,EUR,SI,
POB_EDAD,HUN,EUR,SI,
POB_EDAD,ISL,EUR,SI,
POB_EDAD,IRL,EUR,SI,
POB_EDAD,ITA,EUR,SI,
POB_EDAD,LVA,EUR,SI,
POB_EDAD,LIE,EUR,SI,
POB_EDAD,LTU,EUR,SI,
POB_EDAD,LUX,EUR,SI,
POB_EDAD,MLT,EUR,SI,
POB_EDAD,MCO,EUR,SI,
POB_EDAD,MDA,EUR,SI,
POB_EDAD,MNE,EUR,SI,
POB_EDAD,NLD,EUR,SI,
POB_EDAD,NOR,EUR,SI,
POB_EDAD,POL,EUR,SI,
POB_EDAD,PRT,EUR,SI,
POB_EDAD,ROU,EUR,SI,
POB_EDAD,SMR,EUR,SI,
POB_EDAD,SRB,EUR,SI,
POB_EDAD,SVK,EUR,SI,
POB_EDAD,SVN,EUR,SI,
POB_EDAD,ESP,EUR,SI,
POB_EDAD,SJM,EUR,NO,Falta edad mediana nacional 2023
POB_EDAD,SWE,EUR,SI,
POB_EDAD,CHE,EUR,SI,
POB_EDAD,UKR,EUR,SI,
POB_EDAD,MKD,EUR,SI,
POB_EDAD,GBR,EUR,SI,
POB_EDAD,GGY,EUR,SI,
POB_EDAD,JEY,EUR,SI,
POB_EDAD,IMN,EUR,SI,
POB_EDAD,XKX,EUR,NO,Falta edad mediana nacional 2023
POB_EDAD,BHR,MDE,SI,
POB_EDAD,PSE,MDE,SI,
POB_EDAD,IRN,MDE,SI,
POB_EDAD,IRQ,MDE,SI,
POB_EDAD,ISR,MDE,SI,
POB_EDAD,JOR,MDE,SI,
POB_EDAD,KWT,MDE,SI,
POB_EDAD,LBN,MDE,SI,
POB_EDAD,OMN,MDE,SI,
POB_EDAD,QAT,MDE,SI,
POB_EDAD,SAU,MDE,SI,
POB_EDAD,SYR,MDE,SI,
POB_EDAD,ARE,MDE,SI,
POB_EDAD,TUR,MDE,SI,
POB_EDAD,YEM,MDE,SI,
POB_EDAD,ATG,NAC,SI,
POB_EDAD,BHS,NAC,SI,
POB_EDAD,BRB,NAC,SI,
POB_EDAD,BMU,NAC,SI,
POB_EDAD,BLZ,NAC,SI,
POB_EDAD,VGB,NAC,SI,
POB_EDAD,CAN,NAC,SI,
POB_EDAD,CYM,NAC,SI,
POB_EDAD,CRI,NAC,SI,
POB_EDAD,CUB,NAC,SI,
POB_EDAD,DMA,NAC,SI,
POB_EDAD,DOM,NAC,SI,
POB_EDAD,SLV,NAC,SI,
POB_EDAD,GRL,NAC,SI,
POB_EDAD,GRD,NAC,SI,
POB_EDAD,GLP,NAC,SI,
POB_EDAD,GTM,NAC,SI,
POB_EDAD,HTI,NAC,SI,
POB_EDAD,HND,NAC,SI,
POB_EDAD,JAM,NAC,SI,
POB_EDAD,MTQ,NAC,SI,
POB_EDAD,MEX,NAC,SI,
POB_EDAD,MSR,NAC,SI,
POB_EDAD,CUW,NAC,SI,
POB_EDAD,ABW,NAC,SI,
POB_EDAD,SXM,NAC,SI,
POB_EDAD,BES,NAC,SI,
POB_EDAD,NIC,NAC,SI,
POB_EDAD,PAN,NAC,SI,
POB_EDAD,PRI,NAC,SI,
POB_EDAD,BLM,NAC,SI,
POB_EDAD,KNA,NAC,SI,
POB_EDAD,AIA,NAC,SI,
POB_EDAD,LCA,NAC,SI,
POB_EDAD,MAF,NAC,SI,
POB_EDAD,SPM,NAC,SI,
POB_EDAD,VCT,NAC,SI,
POB_EDAD,TTO,NAC,SI,
POB_EDAD,TCA,NAC,SI,
POB_EDAD,USA,NAC,SI,
POB_EDAD,VIR,NAC,SI,
POB_EDAD,AZE,RUE,SI,
POB_EDAD,ARM,RUE,SI,
POB_EDAD,BLR,RUE,SI,
POB_EDAD,GEO,RUE,SI,
POB_EDAD,KAZ,RUE,SI,
POB_EDAD,KGZ,RUE,SI,
POB_EDAD,RUS,RUE,SI,
POB_EDAD,TJK,RUE,SI,
POB_EDAD,TKM,RUE,SI,
POB_EDAD,UZB,RUE,SI,
POB_EDAD,AFG,SAI,SI,
POB_EDAD,BGD,SAI,SI,
POB_EDAD,BTN,SAI,SI,
POB_EDAD,LKA,SAI,SI,
POB_EDAD,IND,SAI,SI,
POB_EDAD,MDV,SAI,SI,
POB_EDAD,NPL,SAI,SI,
POB_EDAD,PAK,SAI,SI,
POB_EDAD,ARG,SAM,SI,
POB_EDAD,BOL,SAM,SI,
POB_EDAD,BRA,SAM,SI,
POB_EDAD,CHL,SAM,SI,
POB_EDAD,COL,SAM,SI,
POB_EDAD,ECU,SAM,SI,
POB_EDAD,FLK,SAM,SI,
POB_EDAD,GUF,SAM,SI,
POB_EDAD,GUY,SAM,SI,
POB_EDAD,PRY,SAM,SI,
POB_EDAD,PER,SAM,SI,
POB_EDAD,SUR,SAM,SI,
POB_EDAD,URY,SAM,SI,
POB_EDAD,VEN,SAM,SI,
HUM_EV,DZA,AFR,SI,
HUM_EV,AGO,AFR,SI,
HUM_EV,BWA,AFR,SI,
HUM_EV,IOT,AFR,NO,Falta esperanza de vida nacional 2023
HUM_EV,BDI,AFR,SI,
HUM_EV,CMR,AFR,SI,
HUM_EV,CPV,AFR,SI,
HUM_EV,CAF,AFR,SI,
HUM_EV,TCD,AFR,SI,
HUM_EV,COM,AFR,SI,
HUM_EV,MYT,AFR,NO,Falta esperanza de vida nacional 2023
HUM_EV,COG,AFR,SI,
HUM_EV,COD,AFR,SI,
HUM_EV,BEN,AFR,SI,
HUM_EV,GNQ,AFR,SI,
HUM_EV,ETH,AFR,SI,
HUM_EV,ERI,AFR,SI,
HUM_EV,DJI,AFR,SI,
HUM_EV,GAB,AFR,SI,
HUM_EV,GMB,AFR,SI,
HUM_EV,GHA,AFR,SI,
HUM_EV,GIN,AFR,SI,
HUM_EV,CIV,AFR,SI,
HUM_EV,KEN,AFR,SI,
HUM_EV,LSO,AFR,SI,
HUM_EV,LBR,AFR,SI,
HUM_EV,LBY,AFR,SI,
HUM_EV,MDG,AFR,SI,
HUM_EV,MWI,AFR,SI,
HUM_EV,MLI,AFR,SI,
HUM_EV,MRT,AFR,SI,
HUM_EV,MUS,AFR,SI,
HUM_EV,MAR,AFR,SI,
HUM_EV,MOZ,AFR,SI,
HUM_EV,NAM,AFR,SI,
HUM_EV,NER,AFR,SI,
HUM_EV,NGA,AFR,SI,
HUM_EV,GNB,AFR,SI,
HUM_EV,REU,AFR,NO,Falta esperanza de vida nacional 2023
HUM_EV,RWA,AFR,SI,
HUM_EV,SHN,AFR,NO,Falta esperanza de vida nacional 2023
HUM_EV,STP,AFR,SI,
HUM_EV,SEN,AFR,SI,
HUM_EV,SYC,AFR,SI,
HUM_EV,SLE,AFR,SI,
HUM_EV,SOM,AFR,SI,
HUM_EV,ZAF,AFR,SI,
HUM_EV,ZWE,AFR,SI,
HUM_EV,SSD,AFR,SI,
HUM_EV,SDN,AFR,SI,
HUM_EV,ESH,AFR,NO,Falta esperanza de vida nacional 2023
HUM_EV,SWZ,AFR,SI,
HUM_EV,TGO,AFR,SI,
HUM_EV,TUN,AFR,SI,
HUM_EV,UGA,AFR,SI,
HUM_EV,EGY,AFR,SI,
HUM_EV,TZA,AFR,SI,
HUM_EV,BFA,AFR,SI,
HUM_EV,ZMB,AFR,SI,
HUM_EV,ASM,APC,SI,
HUM_EV,AUS,APC,SI,
HUM_EV,SLB,APC,SI,
HUM_EV,BRN,APC,SI,
HUM_EV,MMR,APC,SI,
HUM_EV,KHM,APC,SI,
HUM_EV,TWN,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,CXR,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,CCK,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,COK,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,FJI,APC,SI,
HUM_EV,PYF,APC,SI,
HUM_EV,KIR,APC,SI,
HUM_EV,GUM,APC,SI,
HUM_EV,IDN,APC,SI,
HUM_EV,JPN,APC,SI,
HUM_EV,PRK,APC,SI,
HUM_EV,KOR,APC,SI,
HUM_EV,LAO,APC,SI,
HUM_EV,MYS,APC,SI,
HUM_EV,MNG,APC,SI,
HUM_EV,NRU,APC,SI,
HUM_EV,NCL,APC,SI,
HUM_EV,VUT,APC,SI,
HUM_EV,NZL,APC,SI,
HUM_EV,NIU,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,NFK,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,MNP,APC,SI,
HUM_EV,FSM,APC,SI,
HUM_EV,MHL,APC,SI,
HUM_EV,PLW,APC,SI,
HUM_EV,PNG,APC,SI,
HUM_EV,PHL,APC,SI,
HUM_EV,PCN,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,TLS,APC,SI,
HUM_EV,SGP,APC,SI,
HUM_EV,VNM,APC,SI,
HUM_EV,THA,APC,SI,
HUM_EV,TKL,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,TON,APC,SI,
HUM_EV,TUV,APC,SI,
HUM_EV,WLF,APC,NO,Falta esperanza de vida nacional 2023
HUM_EV,WSM,APC,SI,
HUM_EV,CHN,CHN,SI,
HUM_EV,HKG,CHN,SI,
HUM_EV,MAC,CHN,SI,
HUM_EV,ALB,EUR,SI,
HUM_EV,AND,EUR,SI,
HUM_EV,AUT,EUR,SI,
HUM_EV,BEL,EUR,SI,
HUM_EV,BIH,EUR,SI,
HUM_EV,BGR,EUR,SI,
HUM_EV,HRV,EUR,SI,
HUM_EV,CYP,EUR,SI,
HUM_EV,CZE,EUR,SI,
HUM_EV,DNK,EUR,SI,
HUM_EV,EST,EUR,SI,
HUM_EV,FRO,EUR,SI,
HUM_EV,FIN,EUR,SI,
HUM_EV,ALA,EUR,NO,Falta esperanza de vida nacional 2023
HUM_EV,FRA,EUR,SI,
HUM_EV,DEU,EUR,SI,
HUM_EV,GIB,EUR,SI,
HUM_EV,GRC,EUR,SI,
HUM_EV,VAT,EUR,NO,Falta esperanza de vida nacional 2023
HUM_EV,HUN,EUR,SI,
HUM_EV,ISL,EUR,SI,
HUM_EV,IRL,EUR,SI,
HUM_EV,ITA,EUR,SI,
HUM_EV,LVA,EUR,SI,
HUM_EV,LIE,EUR,SI,
HUM_EV,LTU,EUR,SI,
HUM_EV,LUX,EUR,SI,
HUM_EV,MLT,EUR,SI,
HUM_EV,MCO,EUR,SI,
HUM_EV,MDA,EUR,SI,
HUM_EV,MNE,EUR,SI,
HUM_EV,NLD,EUR,SI,
HUM_EV,NOR,EUR,SI,
HUM_EV,POL,EUR,SI,
HUM_EV,PRT,EUR,SI,
HUM_EV,ROU,EUR,SI,
HUM_EV,SMR,EUR,SI,
HUM_EV,SRB,EUR,SI,
HUM_EV,SVK,EUR,SI,
HUM_EV,SVN,EUR,SI,
HUM_EV,ESP,EUR,SI,
HUM_EV,SJM,EUR,NO,Falta esperanza de vida nacional 2023
HUM_EV,SWE,EUR,SI,
HUM_EV,CHE,EUR,SI,
HUM_EV,UKR,EUR,SI,
HUM_EV,MKD,EUR,SI,
HUM_EV,GBR,EUR,SI,
HUM_EV,GGY,EUR,NO,Falta esperanza de vida nacional 2023
HUM_EV,JEY,EUR,NO,Falta esperanza de vida nacional 2023
HUM_EV,IMN,EUR,SI,
HUM_EV,XKX,EUR,NO,Falta poblacion 2023
HUM_EV,BHR,MDE,SI,
HUM_EV,PSE,MDE,SI,
HUM_EV,IRN,MDE,SI,
HUM_EV,IRQ,MDE,SI,
HUM_EV,ISR,MDE,SI,
HUM_EV,JOR,MDE,SI,
HUM_EV,KWT,MDE,SI,
HUM_EV,LBN,MDE,SI,
HUM_EV,OMN,MDE,SI,
HUM_EV,QAT,MDE,SI,
HUM_EV,SAU,MDE,SI,
HUM_EV,SYR,MDE,SI,
HUM_EV,ARE,MDE,SI,
HUM_EV,TUR,MDE,SI,
HUM_EV,YEM,MDE,SI,
HUM_EV,ATG,NAC,SI,
HUM_EV,BHS,NAC,SI,
HUM_EV,BRB,NAC,SI,
HUM_EV,BMU,NAC,SI,
HUM_EV,BLZ,NAC,SI,
HUM_EV,VGB,NAC,SI,
HUM_EV,CAN,NAC,SI,
HUM_EV,CYM,NAC,SI,
HUM_EV,CRI,NAC,SI,
HUM_EV,CUB,NAC,SI,
HUM_EV,DMA,NAC,SI,
HUM_EV,DOM,NAC,SI,
HUM_EV,SLV,NAC,SI,
HUM_EV,GRL,NAC,SI,
HUM_EV,GRD,NAC,SI,
HUM_EV,GLP,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,GTM,NAC,SI,
HUM_EV,HTI,NAC,SI,
HUM_EV,HND,NAC,SI,
HUM_EV,JAM,NAC,SI,
HUM_EV,MTQ,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,MEX,NAC,SI,
HUM_EV,MSR,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,CUW,NAC,SI,
HUM_EV,ABW,NAC,SI,
HUM_EV,SXM,NAC,SI,
HUM_EV,BES,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,NIC,NAC,SI,
HUM_EV,PAN,NAC,SI,
HUM_EV,PRI,NAC,SI,
HUM_EV,BLM,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,KNA,NAC,SI,
HUM_EV,AIA,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,LCA,NAC,SI,
HUM_EV,MAF,NAC,SI,
HUM_EV,SPM,NAC,NO,Falta esperanza de vida nacional 2023
HUM_EV,VCT,NAC,SI,
HUM_EV,TTO,NAC,SI,
HUM_EV,TCA,NAC,SI,
HUM_EV,USA,NAC,SI,
HUM_EV,VIR,NAC,SI,
HUM_EV,AZE,RUE,SI,
HUM_EV,ARM,RUE,SI,
HUM_EV,BLR,RUE,SI,
HUM_EV,GEO,RUE,SI,
HUM_EV,KAZ,RUE,SI,
HUM_EV,KGZ,RUE,SI,
HUM_EV,RUS,RUE,SI,
HUM_EV,TJK,RUE,SI,
HUM_EV,TKM,RUE,SI,
HUM_EV,UZB,RUE,SI,
HUM_EV,AFG,SAI,SI,
HUM_EV,BGD,SAI,SI,
HUM_EV,BTN,SAI,SI,
HUM_EV,LKA,SAI,SI,
HUM_EV,IND,SAI,SI,
HUM_EV,MDV,SAI,SI,
HUM_EV,NPL,SAI,SI,
HUM_EV,PAK,SAI,SI,
HUM_EV,ARG,SAM,SI,
HUM_EV,BOL,SAM,SI,
HUM_EV,BRA,SAM,SI,
HUM_EV,CHL,SAM,SI,
HUM_EV,COL,SAM,SI,
HUM_EV,ECU,SAM,SI,
HUM_EV,FLK,SAM,NO,Falta esperanza de vida nacional 2023
HUM_EV,GUF,SAM,NO,Falta esperanza de vida nacional 2023
HUM_EV,GUY,SAM,SI,
HUM_EV,PRY,SAM,SI,
HUM_EV,PER,SAM,SI,
HUM_EV,SUR,SAM,SI,
HUM_EV,URY,SAM,SI,
HUM_EV,VEN,SAM,SI,
ECO_PC,DZA,AFR,SI,
ECO_PC,AGO,AFR,SI,
ECO_PC,BWA,AFR,SI,
ECO_PC,IOT,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,BDI,AFR,SI,
ECO_PC,CMR,AFR,SI,
ECO_PC,CPV,AFR,SI,
ECO_PC,CAF,AFR,SI,
ECO_PC,TCD,AFR,SI,
ECO_PC,COM,AFR,SI,
ECO_PC,MYT,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,COG,AFR,SI,
ECO_PC,COD,AFR,SI,
ECO_PC,BEN,AFR,SI,
ECO_PC,GNQ,AFR,SI,
ECO_PC,ETH,AFR,SI,
ECO_PC,ERI,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,DJI,AFR,SI,
ECO_PC,GAB,AFR,SI,
ECO_PC,GMB,AFR,SI,
ECO_PC,GHA,AFR,SI,
ECO_PC,GIN,AFR,SI,
ECO_PC,CIV,AFR,SI,
ECO_PC,KEN,AFR,SI,
ECO_PC,LSO,AFR,SI,
ECO_PC,LBR,AFR,SI,
ECO_PC,LBY,AFR,SI,
ECO_PC,MDG,AFR,SI,
ECO_PC,MWI,AFR,SI,
ECO_PC,MLI,AFR,SI,
ECO_PC,MRT,AFR,SI,
ECO_PC,MUS,AFR,SI,
ECO_PC,MAR,AFR,SI,
ECO_PC,MOZ,AFR,SI,
ECO_PC,NAM,AFR,SI,
ECO_PC,NER,AFR,SI,
ECO_PC,NGA,AFR,SI,
ECO_PC,GNB,AFR,SI,
ECO_PC,REU,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,RWA,AFR,SI,
ECO_PC,SHN,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,STP,AFR,SI,
ECO_PC,SEN,AFR,SI,
ECO_PC,SYC,AFR,SI,
ECO_PC,SLE,AFR,SI,
ECO_PC,SOM,AFR,SI,
ECO_PC,ZAF,AFR,SI,
ECO_PC,ZWE,AFR,SI,
ECO_PC,SSD,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,SDN,AFR,SI,
ECO_PC,ESH,AFR,NO,Falta PIB nominal nacional 2024
ECO_PC,SWZ,AFR,SI,
ECO_PC,TGO,AFR,SI,
ECO_PC,TUN,AFR,SI,
ECO_PC,UGA,AFR,SI,
ECO_PC,EGY,AFR,SI,
ECO_PC,TZA,AFR,SI,
ECO_PC,BFA,AFR,SI,
ECO_PC,ZMB,AFR,SI,
ECO_PC,ASM,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,AUS,APC,SI,
ECO_PC,SLB,APC,SI,
ECO_PC,BRN,APC,SI,
ECO_PC,MMR,APC,SI,
ECO_PC,KHM,APC,SI,
ECO_PC,TWN,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,CXR,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,CCK,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,COK,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,FJI,APC,SI,
ECO_PC,PYF,APC,SI,
ECO_PC,KIR,APC,SI,
ECO_PC,GUM,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,IDN,APC,SI,
ECO_PC,JPN,APC,SI,
ECO_PC,PRK,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,KOR,APC,SI,
ECO_PC,LAO,APC,SI,
ECO_PC,MYS,APC,SI,
ECO_PC,MNG,APC,SI,
ECO_PC,NRU,APC,SI,
ECO_PC,NCL,APC,SI,
ECO_PC,VUT,APC,SI,
ECO_PC,NZL,APC,SI,
ECO_PC,NIU,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,NFK,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,MNP,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,FSM,APC,SI,
ECO_PC,MHL,APC,SI,
ECO_PC,PLW,APC,SI,
ECO_PC,PNG,APC,SI,
ECO_PC,PHL,APC,SI,
ECO_PC,PCN,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,TLS,APC,SI,
ECO_PC,SGP,APC,SI,
ECO_PC,VNM,APC,SI,
ECO_PC,THA,APC,SI,
ECO_PC,TKL,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,TON,APC,SI,
ECO_PC,TUV,APC,SI,
ECO_PC,WLF,APC,NO,Falta PIB nominal nacional 2024
ECO_PC,WSM,APC,SI,
ECO_PC,CHN,CHN,SI,
ECO_PC,HKG,CHN,SI,
ECO_PC,MAC,CHN,SI,
ECO_PC,ALB,EUR,SI,
ECO_PC,AND,EUR,SI,
ECO_PC,AUT,EUR,SI,
ECO_PC,BEL,EUR,SI,
ECO_PC,BIH,EUR,SI,
ECO_PC,BGR,EUR,SI,
ECO_PC,HRV,EUR,SI,
ECO_PC,CYP,EUR,SI,
ECO_PC,CZE,EUR,SI,
ECO_PC,DNK,EUR,SI,
ECO_PC,EST,EUR,SI,
ECO_PC,FRO,EUR,SI,
ECO_PC,FIN,EUR,SI,
ECO_PC,ALA,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,FRA,EUR,SI,
ECO_PC,DEU,EUR,SI,
ECO_PC,GIB,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,GRC,EUR,SI,
ECO_PC,VAT,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,HUN,EUR,SI,
ECO_PC,ISL,EUR,SI,
ECO_PC,IRL,EUR,SI,
ECO_PC,ITA,EUR,SI,
ECO_PC,LVA,EUR,SI,
ECO_PC,LIE,EUR,SI,
ECO_PC,LTU,EUR,SI,
ECO_PC,LUX,EUR,SI,
ECO_PC,MLT,EUR,SI,
ECO_PC,MCO,EUR,SI,
ECO_PC,MDA,EUR,SI,
ECO_PC,MNE,EUR,SI,
ECO_PC,NLD,EUR,SI,
ECO_PC,NOR,EUR,SI,
ECO_PC,POL,EUR,SI,
ECO_PC,PRT,EUR,SI,
ECO_PC,ROU,EUR,SI,
ECO_PC,SMR,EUR,NO,PIB disponible solo para 2023.0; se exige 2024
ECO_PC,SRB,EUR,SI,
ECO_PC,SVK,EUR,SI,
ECO_PC,SVN,EUR,SI,
ECO_PC,ESP,EUR,SI,
ECO_PC,SJM,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,SWE,EUR,SI,
ECO_PC,CHE,EUR,SI,
ECO_PC,UKR,EUR,SI,
ECO_PC,MKD,EUR,SI,
ECO_PC,GBR,EUR,SI,
ECO_PC,GGY,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,JEY,EUR,NO,Falta PIB nominal nacional 2024
ECO_PC,IMN,EUR,NO,PIB disponible solo para 2023.0; se exige 2024
ECO_PC,XKX,EUR,NO,Falta poblacion 2024
ECO_PC,BHR,MDE,SI,
ECO_PC,PSE,MDE,SI,
ECO_PC,IRN,MDE,SI,
ECO_PC,IRQ,MDE,SI,
ECO_PC,ISR,MDE,SI,
ECO_PC,JOR,MDE,SI,
ECO_PC,KWT,MDE,SI,
ECO_PC,LBN,MDE,SI,
ECO_PC,OMN,MDE,SI,
ECO_PC,QAT,MDE,SI,
ECO_PC,SAU,MDE,SI,
ECO_PC,SYR,MDE,NO,Falta PIB nominal nacional 2024
