codigo_indicador,codigo_pais,codigo_area,incluido,motivo
POB_URB,VCT,NAC,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,TTO,NAC,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,TCA,NAC,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,USA,NAC,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,VIR,NAC,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,AZE,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,ARM,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,BLR,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,GEO,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,KAZ,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,KGZ,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,RUS,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,TJK,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,TKM,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,UZB,RUE,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,AFG,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,BGD,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,BTN,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,LKA,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,IND,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,MDV,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,NPL,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,PAK,SAI,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,ARG,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,BOL,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,BRA,SAM,NO,No existe serie nacional de poblacion urbana incorporada
POB_URB,CHL,SAM,NO,No existe serie nacional de poblacion urbana incorporada
