periodo,codigo_pais,codigo_indicador,valor,unidad,anio_referencia,codigo_fuente,observaciones
RG2025_V1,TCD,TERR_DENS,16.680194568,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,TCD,POB_URB,26.3305395171,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,TCD,POB_EDAD,15.401,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,TCD,HUM_EV,55.069,anios,2023,WB_WDI,
RG2025_V1,TCD,ECO_PC,980.6679256249,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,TCD,HUM_IDH,0.416,indice_0_1,2023,UNDP_HDR,
RG2025_V1,CHL,TERR_DENS,26.7354220344,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CHL,POB_URB,88.8158617218,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CHL,POB_EDAD,35.969,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CHL,HUM_EV,81.167,anios,2023,WB_WDI,
RG2025_V1,CHL,ECO_PC,16658.9627434508,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,CHL,HUM_IDH,0.878,indice_0_1,2023,UNDP_HDR,
RG2025_V1,CHN,TERR_DENS,150.8377095314,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CHN,POB_URB,65.5301448036,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CHN,POB_EDAD,39.066,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CHN,HUM_EV,77.953,anios,2023,WB_WDI,
RG2025_V1,CHN,ECO_PC,13196.2147309333,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,CHN,HUM_IDH,0.797,indice_0_1,2023,UNDP_HDR,
RG2025_V1,TWN,TERR_DENS,652.7194860209,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,TWN,POB_EDAD,43.538,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,TWN,ECO_PC,34040,USD_corrientes_por_hab,2024,TW_DGBAS_YEARBOOK,Anuario estadístico oficial 2024; PIB por habitante en dólares estadounidenses.
RG2025_V1,TWN,HUM_IDH,0.934,indice_0_1,2023,TW_DGBAS_HDI,Calculado y publicado por DGBAS conforme a la fórmula del PNUD; Taiwán no figura como país en la tabla PNUD.
RG2025_V1,COL,TERR_DENS,48.1528877873,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,COL,POB_URB,78.2755715795,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,COL,POB_EDAD,31.606,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,COL,HUM_EV,77.725,anios,2023,WB_WDI,
RG2025_V1,COL,ECO_PC,7951.0866912227,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,COL,HUM_IDH,0.788,indice_0_1,2023,UNDP_HDR,
RG2025_V1,COM,TERR_DENS,474.3960236432,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,COM,POB_URB,33.1502180947,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,COM,POB_EDAD,20.331,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,COM,HUM_EV,66.777,anios,2023,WB_WDI,
RG2025_V1,COM,ECO_PC,1857.8620317115,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,COM,HUM_IDH,0.603,indice_0_1,2023,UNDP_HDR,
RG2025_V1,MYT,TERR_DENS,920.1632719926,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,MYT,POB_EDAD,16.786,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,COG,TERR_DENS,18.988102489,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,COG,POB_URB,63.6626757616,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,COG,POB_EDAD,18.308,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,COG,HUM_EV,65.772,anios,2023,WB_WDI,
RG2025_V1,COG,ECO_PC,2482.2458591928,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,COG,HUM_IDH,0.649,indice_0_1,2023,UNDP_HDR,
RG2025_V1,COD,TERR_DENS,49.7706159988,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,COD,POB_URB,44.3754734892,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,COD,POB_EDAD,15.768,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,COD,HUM_EV,61.895,anios,2023,WB_WDI,
RG2025_V1,COD,ECO_PC,692.8876714258,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,COD,HUM_IDH,0.522,indice_0_1,2023,UNDP_HDR,
RG2025_V1,COK,TERR_DENS,55.3333333333,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,COK,POB_EDAD,35.075,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CRI,TERR_DENS,100.9194868782,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CRI,POB_URB,78.8819393642,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CRI,POB_EDAD,34.07,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CRI,HUM_EV,80.799,anios,2023,WB_WDI,
RG2025_V1,CRI,ECO_PC,18853.2865457577,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,CRI,HUM_IDH,0.833,indice_0_1,2023,UNDP_HDR,
RG2025_V1,HRV,TERR_DENS,68.7663330951,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,HRV,POB_URB,57.2431560672,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,HRV,POB_EDAD,44.761,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,HRV,HUM_EV,78.4731707317,anios,2023,WB_WDI,
RG2025_V1,HRV,ECO_PC,23993.3151846539,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,HRV,HUM_IDH,0.889,indice_0_1,2023,UNDP_HDR,
RG2025_V1,CUB,TERR_DENS,105.368044316,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CUB,POB_URB,77.1259872296,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CUB,POB_EDAD,41.709,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CUB,HUM_EV,78.085,anios,2023,WB_WDI,
RG2025_V1,CUB,HUM_IDH,0.762,indice_0_1,2023,UNDP_HDR,
RG2025_V1,CYP,TERR_DENS,148.35,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CYP,POB_URB,66.6739477523,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CYP,POB_EDAD,37.756,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CYP,HUM_EV,81.648,anios,2023,WB_WDI,
RG2025_V1,CYP,ECO_PC,27707.363628406,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,CYP,HUM_IDH,0.913,indice_0_1,2023,UNDP_HDR,
RG2025_V1,CZE,TERR_DENS,137.4836183871,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,CZE,POB_URB,72.7352388397,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,CZE,POB_EDAD,42.716,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,CZE,HUM_EV,79.8268292683,anios,2023,WB_WDI,
RG2025_V1,CZE,ECO_PC,32329.2832813791,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,CZE,HUM_IDH,0.915,indice_0_1,2023,UNDP_HDR,
RG2025_V1,BEN,TERR_DENS,131.3804540617,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,BEN,POB_URB,51.7457922965,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,BEN,POB_EDAD,17.772,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,BEN,HUM_EV,60.774,anios,2023,WB_WDI,
RG2025_V1,BEN,ECO_PC,1485.3804969635,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,BEN,HUM_IDH,0.515,indice_0_1,2023,UNDP_HDR,
RG2025_V1,DNK,TERR_DENS,150.062875,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,DNK,POB_URB,88.5526385429,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,DNK,POB_EDAD,41.249,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,DNK,HUM_EV,81.7536585366,anios,2023,WB_WDI,
RG2025_V1,DNK,ECO_PC,71021.4331770808,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DNK,HUM_IDH,0.962,indice_0_1,2023,UNDP_HDR,
RG2025_V1,DMA,TERR_DENS,87.856,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,DMA,POB_URB,73.1105011438,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,DMA,POB_EDAD,35.618,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,DMA,HUM_EV,71.132,anios,2023,WB_WDI,
RG2025_V1,DMA,ECO_PC,10401.9793054311,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DMA,HUM_IDH,0.761,indice_0_1,2023,UNDP_HDR,
RG2025_V1,DOM,TERR_DENS,239.0239889522,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,DOM,POB_URB,72.3577991823,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,DOM,POB_EDAD,27.653,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,DOM,HUM_EV,73.72,anios,2023,WB_WDI,
RG2025_V1,DOM,ECO_PC,10875.6608926044,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DOM,HUM_IDH,0.776,indice_0_1,2023,UNDP_HDR,
RG2025_V1,ECU,TERR_DENS,73.6426880335,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,ECU,POB_URB,63.1307729554,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,ECU,POB_EDAD,28.406,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,ECU,HUM_EV,77.392,anios,2023,WB_WDI,
RG2025_V1,ECU,ECO_PC,6826.5294137822,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,ECU,HUM_IDH,0.777,indice_0_1,2023,UNDP_HDR,
RG2025_V1,SLV,TERR_DENS,307.2155405405,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,SLV,POB_URB,74.608067515,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,SLV,POB_EDAD,26.956,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,SLV,HUM_EV,72.099,anios,2023,WB_WDI,
RG2025_V1,SLV,ECO_PC,5503.099698542,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,SLV,HUM_IDH,0.678,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GNQ,TERR_DENS,69.1064527629,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GNQ,POB_URB,71.1290664884,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GNQ,POB_EDAD,20.979,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GNQ,HUM_EV,63.707,anios,2023,WB_WDI,
RG2025_V1,GNQ,ECO_PC,7003.5546522424,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,GNQ,HUM_IDH,0.674,indice_0_1,2023,UNDP_HDR,
RG2025_V1,ETH,TERR_DENS,120.0462490523,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,ETH,POB_URB,23.0586471558,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,ETH,POB_EDAD,18.733,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,ETH,HUM_EV,67.315,anios,2023,WB_WDI,
RG2025_V1,ETH,ECO_PC,1133.8827710542,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,ETH,HUM_IDH,0.497,indice_0_1,2023,UNDP_HDR,
RG2025_V1,ERI,TERR_DENS,29.7661047944,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,ERI,POB_URB,34.6964035034,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,ERI,POB_EDAD,18.651,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,ERI,HUM_EV,68.624,anios,2023,WB_WDI,
RG2025_V1,ERI,HUM_IDH,0.503,indice_0_1,2023,UNDP_HDR,
RG2025_V1,EST,TERR_DENS,31.4588345425,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,EST,POB_URB,70.6770085523,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,EST,POB_EDAD,41.89,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,EST,HUM_EV,78.7926829268,anios,2023,WB_WDI,
RG2025_V1,EST,ECO_PC,31700.7704464304,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,EST,HUM_IDH,0.905,indice_0_1,2023,UNDP_HDR,
RG2025_V1,FRO,TERR_DENS,40.8927007299,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,FRO,POB_URB,39.1975270124,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,FRO,POB_EDAD,37.258,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,FRO,HUM_EV,82.9521195122,anios,2023,WB_WDI,
RG2025_V1,FRO,ECO_PC,73132.629058001,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,FLK,TERR_DENS,0.2870172555,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,FLK,POB_EDAD,41.535,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,FJI,TERR_DENS,51.0760262726,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,FJI,POB_URB,58.6069049739,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,FJI,POB_EDAD,27.666,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,FJI,HUM_EV,67.316,anios,2023,WB_WDI,
RG2025_V1,FJI,ECO_PC,6425.6308239355,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,FJI,HUM_IDH,0.731,indice_0_1,2023,UNDP_HDR,
RG2025_V1,FIN,TERR_DENS,18.5002237136,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,FIN,POB_URB,74.0062548603,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,FIN,POB_EDAD,42.789,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,FIN,HUM_EV,81.5853658537,anios,2023,WB_WDI,
RG2025_V1,FIN,ECO_PC,53180.148421855,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,FIN,HUM_IDH,0.948,indice_0_1,2023,UNDP_HDR,
RG2025_V1,FRA,TERR_DENS,123.6678801373,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,FRA,POB_URB,78.7804323127,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,FRA,POB_EDAD,41.817,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,FRA,HUM_EV,82.8317073171,anios,2023,WB_WDI,
RG2025_V1,FRA,ECO_PC,47490.7939737135,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,FRA,HUM_IDH,0.92,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GUF,TERR_DENS,3.7877671779,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GUF,POB_EDAD,25.221,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,PYF,TERR_DENS,81.3794295592,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,PYF,POB_URB,61.6967135029,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,PYF,POB_EDAD,34.791,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,PYF,HUM_EV,84.07,anios,2023,WB_WDI,
RG2025_V1,PYF,ECO_PC,22439.1672405048,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DJI,TERR_DENS,51.0820534944,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,DJI,POB_URB,72.8408245989,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,DJI,POB_EDAD,24.389,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,DJI,HUM_EV,65.987,anios,2023,WB_WDI,
RG2025_V1,DJI,ECO_PC,3552.7111914893,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DJI,HUM_IDH,0.513,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GAB,TERR_DENS,10.0637676097,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GAB,POB_URB,91.6375962797,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GAB,POB_EDAD,21.503,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GAB,HUM_EV,68.337,anios,2023,WB_WDI,
RG2025_V1,GAB,ECO_PC,8230.0398730009,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,GAB,HUM_IDH,0.733,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GEO,TERR_DENS,54.7800978558,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GEO,POB_URB,60.75230778,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GEO,POB_EDAD,36.796,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GEO,HUM_EV,74.496,anios,2023,WB_WDI,
RG2025_V1,GEO,ECO_PC,8979.0977924391,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,GEO,HUM_IDH,0.844,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GMB,TERR_DENS,278.8630434783,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GMB,POB_URB,63.8020182456,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GMB,POB_EDAD,18.17,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GMB,HUM_EV,65.86,anios,2023,WB_WDI,
RG2025_V1,GMB,ECO_PC,871.3368148135,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,GMB,HUM_IDH,0.524,indice_0_1,2023,UNDP_HDR,
RG2025_V1,PSE,TERR_DENS,927.7397510373,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,PSE,POB_URB,86.8576870416,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,PSE,POB_EDAD,19.763,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,PSE,HUM_EV,65.17,anios,2023,WB_WDI,
RG2025_V1,PSE,ECO_PC,2914.5763756797,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,PSE,HUM_IDH,0.674,indice_0_1,2023,UNDP_HDR,
RG2025_V1,DEU,TERR_DENS,240.6063446184,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,DEU,POB_URB,81.9034366692,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,DEU,POB_EDAD,45.147,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,DEU,HUM_EV,81.0414634146,anios,2023,WB_WDI,
RG2025_V1,DEU,ECO_PC,55416.5437876507,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,DEU,HUM_IDH,0.959,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GHA,TERR_DENS,154.1063362238,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GHA,POB_URB,57.8074737775,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GHA,POB_EDAD,20.931,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GHA,HUM_EV,65.498,anios,2023,WB_WDI,
RG2025_V1,GHA,ECO_PC,2419.251656435,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,GHA,HUM_IDH,0.628,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GIB,TERR_DENS,4015.2,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,GIB,POB_URB,100,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,GIB,POB_EDAD,38.882,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,GIB,HUM_EV,83.553,anios,2023,WB_WDI,
RG2025_V1,KIR,TERR_DENS,168.524691358,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
RG2025_V1,KIR,POB_URB,61.5244676194,%,2023,WB_WDI_SP.URB.TOTL.IN.ZS,Definicion urbana nacional armonizada por ONU/WDI.
RG2025_V1,KIR,POB_EDAD,22.686,anios,2023,OWID_MEDIAN_AGE,
RG2025_V1,KIR,HUM_EV,66.473,anios,2023,WB_WDI,
RG2025_V1,KIR,ECO_PC,2550.9268818781,USD_corrientes_por_hab,2024,WB_WDI_NY.GDP.MKTP.CD,PIB nominal WDI 2024 / poblacion 2024.
RG2025_V1,KIR,HUM_IDH,0.644,indice_0_1,2023,UNDP_HDR,
RG2025_V1,GRC,TERR_DENS,77.1050969744,hab/km2,2025,CALC_UNWPP_FAOSTAT_OWID,Poblacion 2025 / superficie terrestre 2023.
